_step,_runtime,_timestamp,epoch,train/loss,train/mf_loss,train/reg_loss,test/recall@1,test/recall@5,test/recall@10,test/recall@20,test/precision@1,test/precision@5,test/precision@10,test/precision@20,test/ndcg@1,test/ndcg@5,test/ndcg@10,test/ndcg@20,test/map@1,test/map@5,test/map@10,test/map@20,test/mrr@1,test/mrr@5,test/mrr@10,test/mrr@20,test/hit_ratio@1,test/hit_ratio@5,test/hit_ratio@10,test/hit_ratio@20
14,1.535836249,1779096524.808039,15,0.65948086977005,0.6592510938644409,0.0002297562314197421,,,,,,,,,,,,,,,,,,,,,,,,
15,1.601371507,1779096524.873531,16,0.6570099592208862,0.6567745208740234,0.000235454979701899,,,,,,,,,,,,,,,,,,,,,,,,
16,1.674758254,1779096524.9468818,17,0.6545130610466003,0.6542717218399048,0.00024133719853125513,,,,,,,,,,,,,,,,,,,,,,,,
17,1.741991376,1779096525.0140207,18,0.6517481207847595,0.6515006422996521,0.0002474640787113458,,,,,,,,,,,,,,,,,,,,,,,,
18,1.810461447,1779096525.0825086,19,0.6498697996139526,0.6496155858039856,0.000254202401265502,,,,,,,,,,,,,,,,,,,,,,,,
19,1.8776054100000001,1779096525.149738,20,0.6463390588760376,0.6460781097412109,0.00026095312205143273,,,,,,,,,,,,,,,,,,,,,,,,
20,1.942266034,1779096525.214349,21,0.6437369585037231,0.6434692144393921,0.000267715600784868,,,,,,,,,,,,,,,,,,,,,,,,
21,2.006864156,1779096525.279078,22,0.6408311128616333,0.6405562162399292,0.00027488998603075743,,,,,,,,,,,,,,,,,,,,,,,,
22,2.083964614,1779096525.356072,23,0.6378166079521179,0.637533962726593,0.0002826582931447774,,,,,,,,,,,,,,,,,,,,,,,,
23,2.151900667,1779096525.4237022,24,0.6341521143913269,0.6338618993759155,0.00029024132527410984,,,,,,,,,,,,,,,,,,,,,,,,
24,2.225348161,1779096525.4973915,25,0.630831241607666,0.6305330991744995,0.00029813620494678617,,,,,,,,,,,,,,,,,,,,,,,,
25,2.282530045,1779096525.554522,26,0.6279844045639038,0.6276772618293762,0.00030714148306287825,,,,,,,,,,,,,,,,,,,,,,,,
26,2.348634684,1779096525.6206887,27,0.6239045858383179,0.6235892176628113,0.0003153849975205958,,,,,,,,,,,,,,,,,,,,,,,,
27,2.403477247,1779096525.6755536,28,0.6206479072570801,0.6203230619430542,0.00032482793903909624,,,,,,,,,,,,,,,,,,,,,,,,
28,2.459385667,1779096525.73145,29,0.6160848736763,0.6157504320144653,0.0003344233555253595,,,,,,,,,,,,,,,,,,,,,,,,
29,2.513076077,1779096525.7852476,30,0.6115912199020386,0.611247181892395,0.00034404086181893945,,,,,,,,,,,,,,,,,,,,,,,,
30,2.568788341,1779096525.84087,31,0.6078212261199951,0.6074672937393188,0.0003539602621458471,,,,,,,,,,,,,,,,,,,,,,,,
31,2.628022189,1779096525.8999732,32,0.6033843159675598,0.6030195951461792,0.00036472169449552894,,,,,,,,,,,,,,,,,,,,,,,,
32,2.684237905,1779096525.9563208,33,0.5989298820495605,0.5985545516014099,0.00037534613511525095,,,,,,,,,,,,,,,,,,,,,,,,
33,2.738885166,1779096526.0109277,34,0.5935990810394287,0.593212902545929,0.0003861576842609793,,,,,,,,,,,,,,,,,,,,,,,,
34,2.794541291,1779096526.06656,35,0.5888380408287048,0.5884400606155396,0.0003979654284194112,,,,,,,,,,,,,,,,,,,,,,,,
35,2.850600459,1779096526.122654,36,0.5835527777671814,0.5831432938575745,0.00040949892718344927,,,,,,,,,,,,,,,,,,,,,,,,
36,2.9092366800000002,1779096526.1813192,37,0.5803888440132141,0.5799678564071655,0.0004210083279758692,,,,,,,,,,,,,,,,,,,,,,,,
37,2.9646274740000003,1779096526.2367332,38,0.5751440525054932,0.5747103691101074,0.00043366572936065495,,,,,,,,,,,,,,,,,,,,,,,,
38,3.018666386,1779096526.2907078,39,0.5685704946517944,0.5681235194206238,0.0004469837003853172,,,,,,,,,,,,,,,,,,,,,,,,
39,3.074110648,1779096526.3461812,40,0.5625930428504944,0.5621323585510254,0.00046069404925219715,,,,,,,,,,,,,,,,,,,,,,,,
40,4.655912384,1779096527.922475,40,,,,0.004370102658867836,0.012204060330986977,0.021826906129717827,0.03999119624495506,0.009041591547429562,0.0075949374586343765,0.006329111754894257,0.0064195264130830765,0.009041591547429562,0.011403432115912437,0.014695475809276104,0.021019335836172104,0.004370102658867836,0.006765763275325298,0.007927749305963516,0.009243573062121868,0.009041591547429562,0.018173599615693092,0.021348198875784874,0.025857465341687202,0.009041591547429562,0.037974681705236435,0.06329113990068436,0.1283905953168869
41,4.748326426,1779096528.0202763,41,0.5584843158721924,0.5580106973648071,0.0004735986585728824,,,,,,,,,,,,,,,,,,,,,,,,
42,4.802986977,1779096528.0750372,42,0.5517000555992126,0.5512120723724365,0.0004879914049524814,,,,,,,,,,,,,,,,,,,,,,,,
43,4.859947253,1779096528.131981,43,0.5457427501678467,0.5452405214309692,0.0005022530676797032,,,,,,,,,,,,,,,,,,,,,,,,
44,4.914348171,1779096528.1864927,44,0.539478063583374,0.5389623045921326,0.0005157724372111261,,,,,,,,,,,,,,,,,,,,,,,,
45,4.969585908,1779096528.241726,45,0.5351359248161316,0.5346043705940247,0.0005315448506735265,,,,,,,,,,,,,,,,,,,,,,,,
46,5.024546816,1779096528.2966425,46,0.5284197330474854,0.5278725624084473,0.0005471918266266584,,,,,,,,,,,,,,,,,,,,,,,,
47,5.079857391,1779096528.351934,47,0.5215667486190796,0.5210038423538208,0.0005629040533676744,,,,,,,,,,,,,,,,,,,,,,,,
48,5.13571313,1779096528.4078918,48,0.5137789249420166,0.5131999254226685,0.000578990438953042,,,,,,,,,,,,,,,,,,,,,,,,
49,5.192034345,1779096528.4641128,49,0.5078015923500061,0.5072061419487,0.000595463381614536,,,,,,,,,,,,,,,,,,,,,,,,
50,5.24649451,1779096528.5185556,50,0.5018200874328613,0.5012063980102539,0.0006137127056717873,,,,,,,,,,,,,,,,,,,,,,,,
51,5.302242982,1779096528.574343,51,0.49665915966033936,0.4960298538208008,0.0006293184706009924,,,,,,,,,,,,,,,,,,,,,,,,
52,5.359214352,1779096528.6312327,52,0.48858895897865295,0.4879412055015564,0.0006477452698163688,,,,,,,,,,,,,,,,,,,,,,,,
53,5.416698377,1779096528.6886792,53,0.48232102394104004,0.48165565729141235,0.0006653756718151271,,,,,,,,,,,,,,,,,,,,,,,,
54,5.47177126,1779096528.7438333,54,0.4771198630332947,0.47643589973449707,0.0006839546840637922,,,,,,,,,,,,,,,,,,,,,,,,
55,5.528513294,1779096528.8005915,55,0.46877405047416687,0.4680711328983307,0.0007029182161204517,,,,,,,,,,,,,,,,,,,,,,,,
56,5.6005544579999995,1779096528.8726442,56,0.4618872404098511,0.4611664414405823,0.0007207864546217024,,,,,,,,,,,,,,,,,,,,,,,,
57,5.6570282160000005,1779096528.9291081,57,0.4556953012943268,0.45495396852493286,0.000741338066291064,,,,,,,,,,,,,,,,,,,,,,,,
58,5.710800637,1779096528.9829707,58,0.44750887155532837,0.44674786925315857,0.0007610020693391562,,,,,,,,,,,,,,,,,,,,,,,,
59,5.766522003,1779096529.038623,59,0.44354408979415894,0.4427640438079834,0.0007800436578691006,,,,,,,,,,,,,,,,,,,,,,,,
60,5.820231829,1779096529.0923252,60,0.4326680302619934,0.4318660497665405,0.0008019927772693336,,,,,,,,,,,,,,,,,,,,,,,,
61,5.875255467,1779096529.147398,61,0.4252711534500122,0.42444899678230286,0.0008221591706387699,,,,,,,,,,,,,,,,,,,,,,,,
62,5.930790051,1779096529.202802,62,0.4207529127597809,0.41991081833839417,0.0008420956437475979,,,,,,,,,,,,,,,,,,,,,,,,
63,5.985951283,1779096529.2580168,63,0.41287368535995483,0.41200751066207886,0.0008661789470352232,,,,,,,,,,,,,,,,,,,,,,,,
64,6.042123958,1779096529.3141556,64,0.4056192934513092,0.40473103523254395,0.0008882493712007999,,,,,,,,,,,,,,,,,,,,,,,,
65,6.098118848,1779096529.3702078,65,0.399093359708786,0.3981846570968628,0.0009087064536288381,,,,,,,,,,,,,,,,,,,,,,,,
66,6.152799942,1779096529.424897,66,0.38917145133018494,0.38824039697647095,0.000931055168621242,,,,,,,,,,,,,,,,,,,,,,,,
67,6.207783825,1779096529.4798436,67,0.38547274470329285,0.38451912999153137,0.0009536147117614746,,,,,,,,,,,,,,,,,,,,,,,,
68,6.262436302,1779096529.5345361,68,0.3809196949005127,0.37994256615638733,0.000977122108452022,,,,,,,,,,,,,,,,,,,,,,,,
69,6.316853745,1779096529.5889428,69,0.3706357181072235,0.369636595249176,0.0009991290280595422,,,,,,,,,,,,,,,,,,,,,,,,
70,6.372616616,1779096529.644707,70,0.36236295104026794,0.3613397181034088,0.0010232203640043736,,,,,,,,,,,,,,,,,,,,,,,,
71,6.426234706,1779096529.698377,71,0.35773447155952454,0.35668784379959106,0.001046639634296298,,,,,,,,,,,,,,,,,,,,,,,,
72,6.481371459,1779096529.7535233,72,0.35273197293281555,0.3516616225242615,0.001070347847416997,,,,,,,,,,,,,,,,,,,,,,,,
73,6.534188963,1779096529.8062756,73,0.34633541107177734,0.34524112939834595,0.0010942721273750067,,,,,,,,,,,,,,,,,,,,,,,,
74,6.5880919989999995,1779096529.8601937,74,0.340833842754364,0.33971458673477173,0.0011192593956366181,,,,,,,,,,,,,,,,,,,,,,,,
75,6.643581832,1779096529.9156764,75,0.3313617408275604,0.3302192687988281,0.0011424775002524257,,,,,,,,,,,,,,,,,,,,,,,,
76,6.696661194,1779096529.968753,76,0.3275464177131653,0.3263787031173706,0.0011677158763632178,,,,,,,,,,,,,,,,,,,,,,,,
77,6.75203878,1779096530.0243764,77,0.31835129857063293,0.3171596825122833,0.0011916164075955749,,,,,,,,,,,,,,,,,,,,,,,,
78,6.834739024,1779096530.1071234,78,0.3140694797039032,0.3128487467765808,0.0012207279214635491,,,,,,,,,,,,,,,,,,,,,,,,
79,6.890171652,1779096530.1622982,79,0.3047817051410675,0.30353739857673645,0.001244319835677743,,,,,,,,,,,,,,,,,,,,,,,,
80,6.955364301,1779096530.2275143,80,0.3023453950881958,0.3010764420032501,0.00126894551794976,,,,,,,,,,,,,,,,,,,,,,,,
81,8.260415121,1779096531.5318756,80,,,,0.005274261813610792,0.013014933094382286,0.02303173393011093,0.03876196965575218,0.010849909856915474,0.0075949374586343765,0.007052438333630562,0.00669077318161726,0.010849909856915474,0.01251289714127779,0.01657496578991413,0.02233283221721649,0.005274261813610792,0.00791895855218172,0.00932858046144247,0.010459148325026035,0.010849909856915474,0.020102471113204956,0.02445104718208313,0.028819072991609573,0.010849909856915474,0.037974681705236435,0.07052440941333771,0.13381555676460266
82,8.332009401,1779096531.6040938,81,0.2968621850013733,0.2955649197101593,0.0012972515542060137,,,,,,,,,,,,,,,,,,,,,,,,
83,8.387716587,1779096531.6598175,82,0.2874341309070587,0.28611379861831665,0.001320318435318768,,,,,,,,,,,,,,,,,,,,,,,,
84,8.442704174,1779096531.7147956,83,0.28364402055740356,0.2822967767715454,0.001347248093225062,,,,,,,,,,,,,,,,,,,,,,,,
85,8.49830984,1779096531.770422,84,0.2795165777206421,0.278145432472229,0.001371130347251892,,,,,,,,,,,,,,,,,,,,,,,,
86,8.552868416,1779096531.824959,85,0.2765037715435028,0.2751072645187378,0.001396494684740901,,,,,,,,,,,,,,,,,,,,,,,,
87,8.622986291,1779096531.8952718,86,0.26797813177108765,0.2665536403656006,0.0014244852354750037,,,,,,,,,,,,,,,,,,,,,,,,
88,8.676753523,1779096531.9488544,87,0.2631482481956482,0.26170116662979126,0.0014470884343609214,,,,,,,,,,,,,,,,,,,,,,,,
89,8.732702246,1779096532.004816,88,0.26144149899482727,0.2599667012691498,0.0014748105313628912,,,,,,,,,,,,,,,,,,,,,,,,
90,8.78633097,1779096532.0584564,89,0.2558310925960541,0.2543298304080963,0.00150127406232059,,,,,,,,,,,,,,,,,,,,,,,,
91,8.84171388,1779096532.1138387,90,0.25250348448753357,0.2509779632091522,0.0015255329199135303,,,,,,,,,,,,,,,,,,,,,,,,
92,8.895573632,1779096532.1676722,91,0.24394044280052185,0.2423870861530304,0.0015533609548583627,,,,,,,,,,,,,,,,,,,,,,,,
93,8.950494779,1779096532.2226484,92,0.2389502227306366,0.23737186193466187,0.0015783620765432715,,,,,,,,,,,,,,,,,,,,,,,,
94,9.006111003,1779096532.278215,93,0.23793476819992065,0.23633073270320892,0.00160403607878834,,,,,,,,,,,,,,,,,,,,,,,,
95,9.061152204,1779096532.33332,94,0.23316463828086853,0.2315351665019989,0.0016294688684865832,,,,,,,,,,,,,,,,,,,,,,,,
96,9.116815536,1779096532.3888998,95,0.2268749177455902,0.2252221405506134,0.0016527804546058178,,,,,,,,,,,,,,,,,,,,,,,,
97,9.171286019,1779096532.4433477,96,0.22693200409412384,0.22525358200073242,0.001678425120189786,,,,,,,,,,,,,,,,,,,,,,,,
98,9.232857262,1779096532.505167,97,0.22061032056808472,0.2189020812511444,0.001708243740722537,,,,,,,,,,,,,,,,,,,,,,,,
99,9.289545401,1779096532.5617156,98,0.21695557236671448,0.21522186696529388,0.0017337013268843293,,,,,,,,,,,,,,,,,,,,,,,,
100,9.345083824,1779096532.617234,99,0.21351556479930878,0.21175894141197205,0.0017566290916875005,,,,,,,,,,,,,,,,,,,,,,,,
101,9.399225708,1779096532.6713057,100,0.2094734162092209,0.20769450068473816,0.0017789211124181747,,,,,,,,,,,,,,,,,,,,,,,,
102,9.452004784,1779096532.7240682,101,0.2059764713048935,0.20416776835918427,0.001808704691939056,,,,,,,,,,,,,,,,,,,,,,,,
103,9.506714797,1779096532.7788606,102,0.20322182774543762,0.20138980448246002,0.0018320289673283696,,,,,,,,,,,,,,,,,,,,,,,,
104,9.56082332,1779096532.832945,103,0.20043393969535828,0.19857382774353027,0.001860115211457014,,,,,,,,,,,,,,,,,,,,,,,,
105,9.613946638,1779096532.8861802,104,0.19513705372810364,0.19325290620326996,0.0018841515993699431,,,,,,,,,,,,,,,,,,,,,,,,
106,9.669291335,1779096532.9414015,105,0.19285668432712555,0.19094732403755188,0.001909363898448646,,,,,,,,,,,,,,,,,,,,,,,,
107,9.721852308,1779096532.9939694,106,0.18853887915611267,0.18660840392112732,0.0019304768647998571,,,,,,,,,,,,,,,,,,,,,,,,
108,9.775374640999999,1779096533.0475497,107,0.18916381895542145,0.18720567226409912,0.001958146458491683,,,,,,,,,,,,,,,,,,,,,,,,
109,9.830091053,1779096533.1021872,108,0.18259495496749878,0.18060988187789917,0.0019850668031722307,,,,,,,,,,,,,,,,,,,,,,,,
110,9.883507517,1779096533.1556804,109,0.17980238795280457,0.17779462039470673,0.0020077666267752647,,,,,,,,,,,,,,,,,,,,,,,,
111,9.937220312,1779096533.2093408,110,0.17995662987232208,0.1779223084449768,0.002034324686974287,,,,,,,,,,,,,,,,,,,,,,,,
112,9.993739249,1779096533.2658553,111,0.1745622158050537,0.1725054681301117,0.0020567472092807293,,,,,,,,,,,,,,,,,,,,,,,,
113,10.052207587,1779096533.3245528,112,0.16993361711502075,0.16785486042499542,0.002078758319839835,,,,,,,,,,,,,,,,,,,,,,,,
114,10.146876533,1779096533.4190953,113,0.1704440712928772,0.16833895444869995,0.002105114283040166,,,,,,,,,,,,,,,,,,,,,,,,
115,10.200487339,1779096533.4724936,114,0.16538454592227936,0.16325736045837402,0.002127182437106967,,,,,,,,,,,,,,,,,,,,,,,,
116,10.254933913,1779096533.5270872,115,0.16597841680049896,0.16382557153701782,0.0021528429351747036,,,,,,,,,,,,,,,,,,,,,,,,
117,10.309348731,1779096533.581467,116,0.16477110981941223,0.162591814994812,0.0021793018095195293,,,,,,,,,,,,,,,,,,,,,,,,
118,10.364926911,1779096533.637006,117,0.1587243527173996,0.15652188658714294,0.0022024684585630894,,,,,,,,,,,,,,,,,,,,,,,,
119,10.420438072,1779096533.692456,118,0.15290305018424988,0.15067440271377563,0.002228642115369439,,,,,,,,,,,,,,,,,,,,,,,,
120,10.475377586,1779096533.7474182,119,0.15544334053993225,0.15319368243217468,0.0022496599704027176,,,,,,,,,,,,,,,,,,,,,,,,
121,10.531468829,1779096533.8034387,120,0.1500261127948761,0.1477522850036621,0.002273829188197851,,,,,,,,,,,,,,,,,,,,,,,,
122,11.885630538000001,1779096535.1571362,120,,,,0.007444243878126144,0.017075102776288986,0.025895632803440094,0.04292325675487518,0.016274863854050636,0.00940325390547514,0.008318260312080383,0.007052436470985413,0.016274863854050636,0.01590290665626526,0.019721955060958862,0.02553817816078663,0.007444243878126144,0.010223720222711563,0.011406387202441692,0.012654229067265987,0.016274863854050636,0.02543700858950615,0.030024537816643715,0.03392968326807022,0.016274863854050636,0.04701627418398857,0.08318264037370682,0.14104881882667542
123,11.987498007,1779096535.259413,121,0.14917857944965363,0.1468820571899414,0.002296528546139598,,,,,,,,,,,,,,,,,,,,,,,,
124,12.044236008,1779096535.3162317,122,0.1465759426355362,0.14425763487815857,0.0023183103185147047,,,,,,,,,,,,,,,,,,,,,,,,
125,12.102959732,1779096535.3749201,123,0.14656241238117218,0.14422889053821564,0.002333518350496888,,,,,,,,,,,,,,,,,,,,,,,,
126,12.158130155,1779096535.4301918,124,0.14564327895641327,0.1432773470878601,0.0023659386206418276,,,,,,,,,,,,,,,,,,,,,,,,
127,12.214169247,1779096535.4862535,125,0.1423916518688202,0.14000897109508514,0.002382676349952817,,,,,,,,,,,,,,,,,,,,,,,,
128,12.269492203,1779096535.5415478,126,0.13990753889083862,0.13749781250953674,0.0024097247514873743,,,,,,,,,,,,,,,,,,,,,,,,
129,12.325176422,1779096535.5972457,127,0.13207150995731354,0.12964452803134918,0.00242698285728693,,,,,,,,,,,,,,,,,,,,,,,,
130,12.380982337,1779096535.6530504,128,0.13541853427886963,0.13296592235565186,0.0024526154156774282,,,,,,,,,,,,,,,,,,,,,,,,
131,12.436369221,1779096535.7083888,129,0.13260890543460846,0.1301279366016388,0.0024809660390019417,,,,,,,,,,,,,,,,,,,,,,,,
132,12.495783441,1779096535.7677574,130,0.1334981471300125,0.13099610805511475,0.0025020327884703875,,,,,,,,,,,,,,,,,,,,,,,,
133,12.549691832,1779096535.8217673,131,0.12774011492729187,0.1252220869064331,0.0025180347729474306,,,,,,,,,,,,,,,,,,,,,,,,
134,12.605943575,1779096535.8779948,132,0.12539459764957428,0.12285643070936203,0.0025381704326719046,,,,,,,,,,,,,,,,,,,,,,,,
135,12.659715706,1779096535.9317544,133,0.1245630756020546,0.12199863791465759,0.0025644353590905666,,,,,,,,,,,,,,,,,,,,,,,,
136,12.716022997,1779096535.9880605,134,0.12313776463270187,0.12055647373199463,0.002581294160336256,,,,,,,,,,,,,,,,,,,,,,,,
137,12.769931861,1779096536.0419965,135,0.12460798025131226,0.12200215458869934,0.0026058244984596968,,,,,,,,,,,,,,,,,,,,,,,,
138,12.825771175,1779096536.0978944,136,0.11806747317314148,0.11544767022132874,0.0026197999250143766,,,,,,,,,,,,,,,,,,,,,,,,
139,12.879832215,1779096536.1519308,137,0.11930753290653229,0.11665819585323334,0.002649336587637663,,,,,,,,,,,,,,,,,,,,,,,,
140,12.934060154,1779096536.2061772,138,0.1216050460934639,0.1189379096031189,0.0026671395171433687,,,,,,,,,,,,,,,,,,,,,,,,
141,12.992647486,1779096536.264755,139,0.113336481153965,0.11064951121807098,0.0026869720313698053,,,,,,,,,,,,,,,,,,,,,,,,
142,13.048803064,1779096536.3209052,140,0.1135781854391098,0.11086905002593994,0.0027091370429843664,,,,,,,,,,,,,,,,,,,,,,,,
143,13.102754828,1779096536.3748553,141,0.10999792069196701,0.1072632372379303,0.0027346869464963675,,,,,,,,,,,,,,,,,,,,,,,,
144,13.160230711,1779096536.4321802,142,0.1146145910024643,0.11185778677463531,0.0027568063233047724,,,,,,,,,,,,,,,,,,,,,,,,
145,13.213221283,1779096536.485326,143,0.11069512367248535,0.1079193651676178,0.0027757547795772552,,,,,,,,,,,,,,,,,,,,,,,,
146,13.267577569,1779096536.5397465,144,0.1077420562505722,0.10495385527610779,0.0027882042340934277,,,,,,,,,,,,,,,,,,,,,,,,
147,13.321903436,1779096536.5940082,145,0.1082652285695076,0.10545551776885986,0.0028097089380025864,,,,,,,,,,,,,,,,,,,,,,,,
148,13.375777419,1779096536.6478844,146,0.10809256136417389,0.105258509516716,0.00283405021764338,,,,,,,,,,,,,,,,,,,,,,,,
149,13.43154885,1779096536.7035985,147,0.10532306134700775,0.10247436910867691,0.002848695730790496,,,,,,,,,,,,,,,,,,,,,,,,
150,13.486429922,1779096536.7584538,148,0.10313774645328522,0.10026776790618896,0.0028699797112494707,,,,,,,,,,,,,,,,,,,,,,,,
151,13.541588128,1779096536.8137453,149,0.10196815431118011,0.09907771646976471,0.0028904383070766926,,,,,,,,,,,,,,,,,,,,,,,,
152,13.595796849,1779096536.8678565,150,0.09950657933950424,0.09660079330205917,0.002905788365751505,,,,,,,,,,,,,,,,,,,,,,,,
153,13.651032901,1779096536.9231834,151,0.09947266429662704,0.09653948247432709,0.0029331815894693136,,,,,,,,,,,,,,,,,,,,,,,,
154,13.706836105,1779096536.978944,152,0.09854430705308914,0.09559033811092377,0.0029539712704718113,,,,,,,,,,,,,,,,,,,,,,,,
155,13.76359831,1779096537.035585,153,0.09679591655731201,0.09382463991641998,0.0029712780378758907,,,,,,,,,,,,,,,,,,,,,,,,
156,13.818902307,1779096537.090812,154,0.09818874299526215,0.09519694745540619,0.002991794142872095,,,,,,,,,,,,,,,,,,,,,,,,
157,13.87464305,1779096537.146762,155,0.09528122842311859,0.09227058291435242,0.003010644344612956,,,,,,,,,,,,,,,,,,,,,,,,
158,13.929097303,1779096537.2012138,156,0.09419385343790054,0.09116677939891815,0.0030270731076598167,,,,,,,,,,,,,,,,,,,,,,,,
159,13.984434223000001,1779096537.2564683,157,0.09278132021427155,0.08973941206932068,0.0030419055838137865,,,,,,,,,,,,,,,,,,,,,,,,
160,14.046620314,1779096537.3189015,158,0.09478640556335449,0.09172147512435913,0.0030649290420114994,,,,,,,,,,,,,,,,,,,,,,,,
161,14.10030339,1779096537.3725505,159,0.09101863950490952,0.08793993294239044,0.0030787065625190735,,,,,,,,,,,,,,,,,,,,,,,,
162,14.154346598,1779096537.426469,160,0.08821766078472137,0.0851149931550026,0.0031026650685817003,,,,,,,,,,,,,,,,,,,,,,,,
163,15.502967253,1779096538.7743142,160,,,,0.006238698028028011,0.017954876646399498,0.026242943480610847,0.04691077768802643,0.012658228166401386,0.010126580484211445,0.008137429133057594,0.0074141002260148525,0.012658228166401386,0.016156401485204697,0.019365428015589714,0.026349622756242752,0.006238698028028011,0.009884101338684559,0.011104787699878216,0.012631457298994064,0.012658228166401386,0.024954792112112045,0.028932373970746994,0.0335751511156559,0.012658228166401386,0.050632912665605545,0.08137432485818863,0.14828209578990936
164,15.574384771,1779096538.8463976,161,0.08700763434171677,0.08388689160346985,0.0031207436695694923,,,,,,,,,,,,,,,,,,,,,,,,
165,15.630339699,1779096538.9025328,162,0.08676248788833618,0.08362191915512085,0.0031405652407556772,,,,,,,,,,,,,,,,,,,,,,,,
166,15.684836477,1779096538.9568875,163,0.08581192791461945,0.08266085386276245,0.0031510719563812017,,,,,,,,,,,,,,,,,,,,,,,,
167,15.740742369,1779096539.012753,164,0.08425368368625641,0.08107602596282959,0.0031776591204106808,,,,,,,,,,,,,,,,,,,,,,,,
168,15.796388262,1779096539.0684142,165,0.0844530239701271,0.08126034587621689,0.0031926766969263554,,,,,,,,,,,,,,,,,,,,,,,,
169,15.852013376,1779096539.1240585,166,0.08212774991989136,0.07891786098480225,0.003209889167919755,,,,,,,,,,,,,,,,,,,,,,,,
170,15.907291425,1779096539.1792974,167,0.08444269746541977,0.08121488988399506,0.0032278047874569893,,,,,,,,,,,,,,,,,,,,,,,,
171,15.964430652,1779096539.236382,168,0.08297766000032425,0.07972957193851471,0.003248089924454689,,,,,,,,,,,,,,,,,,,,,,,,
172,16.019060786,1779096539.2910597,169,0.08205578476190567,0.07879845798015594,0.003257329110056162,,,,,,,,,,,,,,,,,,,,,,,,
173,16.075792419,1779096539.3479,170,0.07657959312200546,0.07330376654863358,0.0032758277375251055,,,,,,,,,,,,,,,,,,,,,,,,
174,16.13015312,1779096539.402301,171,0.07991021126508713,0.07661090791225433,0.003299303352832794,,,,,,,,,,,,,,,,,,,,,,,,
175,16.187234867,1779096539.4592717,172,0.07959064841270447,0.07627743482589722,0.003313216380774975,,,,,,,,,,,,,,,,,,,,,,,,
176,16.241664586,1779096539.5137103,173,0.07992143929004669,0.07658901810646057,0.003332420950755477,,,,,,,,,,,,,,,,,,,,,,,,
177,16.297925133,1779096539.5701458,174,0.07917027175426483,0.07582490891218185,0.003345361677929759,,,,,,,,,,,,,,,,,,,,,,,,
178,16.352852928,1779096539.6247935,175,0.07608502358198166,0.07272006571292877,0.003364956472069025,,,,,,,,,,,,,,,,,,,,,,,,
179,16.410128639,1779096539.682086,176,0.07689953595399857,0.07351835072040558,0.003381181973963976,,,,,,,,,,,,,,,,,,,,,,,,
180,16.465258903,1779096539.7373,177,0.07616771757602692,0.07276841253042221,0.003399307606741786,,,,,,,,,,,,,,,,,,,,,,,,
181,16.525648137,1779096539.7975512,178,0.07593321800231934,0.0725163072347641,0.0034169123973697424,,,,,,,,,,,,,,,,,,,,,,,,
